Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
34,"S Pye, FGN Li, A Petersen, O Broad…","Assessing qualitative and quantitative dimensions of uncertainty in energy modelling for policy support in the United Kingdom",2018,"Energy research & …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2214629618302664?casa_token=QpFplFt-7i8AAAAA:33mqenUI9MoMRqhvTwbPsR8-XyKxRO4JEWD-OXAcsa0ky_gH0rYxyo4_6YsU7G1GYOQWYKs59Dkw","https://scholar.google.com/scholar?cites=15097593265792102775&as_sdt=2005&sciodt=0,5&hl=en",11,"2021-09-23 12:35:59","HTML","","","",,,,,34,11.33,7,5,3,"Strategic planning for the low carbon energy transition is characterised by a high degree of uncertainty across many knowledge domains and by the high stakes involved in making decisions. Energy models can be used to assist decision makers in making robust choices …","https://www.sciencedirect.com/science/article/pii/S2214629618302664?casa_token=QpFplFt-7i8AAAAA:33mqenUI9MoMRqhvTwbPsR8-XyKxRO4JEWD-OXAcsa0ky_gH0rYxyo4_6YsU7G1GYOQWYKs59Dkw","https://scholar.google.com/scholar?q=related:dzHeshVthdEJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
32,"V Mytilinou, AJ Kolios","Techno-economic optimisation of offshore wind farms based on life cycle cost analysis on the UK",2019,"Renewable Energy","Elsevier","https://www.sciencedirect.com/science/article/pii/S0960148118309431","https://scholar.google.com/scholar?cites=10000412047014682250&as_sdt=2005&sciodt=0,5&hl=en",12,"2021-09-23 12:35:59","HTML","","","",,,,,32,16.00,16,2,2,"In order to reduce the cost of energy per MWh in wind energy sector and support investment decisions, an optimisation methodology is developed and applied on Round 3 offshore zones, which are specific sites released by the Crown Estate for offshore wind farm …","https://www.sciencedirect.com/science/article/pii/S0960148118309431","https://scholar.google.com/scholar?q=related:it7YtcWZyIoJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
29,"NH Hsieh, B Reisfeld, FY Bois, WA Chiu","Applying a global sensitivity analysis workflow to improve the computational efficiencies in physiologically-based pharmacokinetic modeling",2018,"Frontiers in pharmacology","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fphar.2018.00588/full","https://scholar.google.com/scholar?cites=14158907124317050262&as_sdt=2005&sciodt=0,5&hl=en",13,"2021-09-23 12:35:59","HTML","","","",,,,,29,9.67,7,4,3,"Traditionally, the solution to reduce parameter dimensionality in a physiologically-based pharmacokinetic (PBPK) model is through expert judgment. However, this approach may lead to bias in parameter estimates and model predictions if important parameters are fixed …","https://www.frontiersin.org/articles/10.3389/fphar.2018.00588/full","https://scholar.google.com/scholar?q=related:llWqMAOLfsQJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
30,"A Murali, L Pinto, D Gandhi…","CASSL: Curriculum accelerated self-supervised learning",2018,"2018 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8463147/?casa_token=i6UpX6IRREoAAAAA:ulIhHblhzaMBGbQ7K9l2iRVKChW_IPcLm_QgY46ZsUOifn0aa1UcjBeXovFR8KjNxGlFXqCs6SuC","https://scholar.google.com/scholar?cites=204241051744833560&as_sdt=2005&sciodt=0,5&hl=en",14,"2021-09-23 12:35:59","","","","",,,,,30,10.00,8,4,3,"Recent self-supervised learning approaches focus on using a few thousand data points to learn policies for high-level, low-dimensional action spaces. However, scaling this framework for higher-dimensional control requires either scaling up the data collection …","https://ieeexplore.ieee.org/iel7/8449910/8460178/08463147.pdf?casa_token=HaoI3bLdNc4AAAAA:0DKRuUmKbfUHN3bzW7nAk7JfSZ-1N5bncYapyYQaruqmYUzppuj4oB-R_G6zFj_BsWMC8m4EOCMe","https://scholar.google.com/scholar?q=related:GJDNiSec1QIJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
36,"Z Pang, Z O'Neill, Y Li, F Niu","The role of sensitivity analysis in the building performance analysis: A critical review",2020,"Energy and Buildings","Elsevier","https://www.sciencedirect.com/science/article/pii/S0378778819319164?casa_token=8jeK2j9TaNgAAAAA:gi8ioiEiv-vfoWtsG-kziICMRTkFwuVMba83QzKuqr3xm2t14yI7-uvgjuqO-QmWLUgKLuhh2FYG","https://scholar.google.com/scholar?cites=16938146883860067502&as_sdt=2005&sciodt=0,5&hl=en",15,"2021-09-23 12:35:59","HTML","","","",,,,,36,36.00,9,4,1,"A building system is highly nonlinear and commonly includes a variety of parameters ranging from the architectural design to the building mechanical and energy system. Serving as a powerful tool to understand the complicated building system, sensitivity analysis (SA) …","https://www.sciencedirect.com/science/article/pii/S0378778819319164?casa_token=8jeK2j9TaNgAAAAA:gi8ioiEiv-vfoWtsG-kziICMRTkFwuVMba83QzKuqr3xm2t14yI7-uvgjuqO-QmWLUgKLuhh2FYG","https://scholar.google.com/scholar?q=related:rnTeRdliEOsJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
30,"P Pathmanathan, JM Cordeiro, RA Gray","Comprehensive uncertainty quantification and sensitivity analysis for cardiac action potential models",2019,"Frontiers in physiology","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fphys.2019.00721/full","https://scholar.google.com/scholar?cites=7393330566276087141&as_sdt=2005&sciodt=0,5&hl=en",16,"2021-09-23 12:35:59","HTML","","","",,,,,30,15.00,10,3,2,"Recent efforts to ensure the reliability of computational model-based predictions in healthcare, such as the ASME V&V40 Standard, emphasize the importance of uncertainty quantification (UQ) and sensitivity analysis (SA) when evaluating computational models. UQ …","https://www.frontiersin.org/articles/10.3389/fphys.2019.00721/full","https://scholar.google.com/scholar?q=related:ZX3sffpimmYJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
31,"GA Faggianelli, L Mora, R Merheb","Uncertainty quantification for Energy Savings Performance Contracting: Application to an office building",2017,"Energy and buildings","Elsevier","https://www.sciencedirect.com/science/article/pii/S037877881631934X?casa_token=Xrv6HyBMxcUAAAAA:wkp_nDkTzFQKok2EHvCLQNF27dz76DeyRRCODruzuAeQ2SGnuboBhKD5I4owO0B3dJKPwQ89K0bl","https://scholar.google.com/scholar?cites=9496208350388883531&as_sdt=2005&sciodt=0,5&hl=en",17,"2021-09-23 12:35:59","HTML","","","",,,,,31,7.75,10,3,4,"Building energy models are widely used to estimate or predict the average energy consumption of a building. However, they only provide approximate figures with significant uncertainties. Particular uses such as energy performance guarantee require more reliable …","https://www.sciencedirect.com/science/article/pii/S037877881631934X?casa_token=Xrv6HyBMxcUAAAAA:wkp_nDkTzFQKok2EHvCLQNF27dz76DeyRRCODruzuAeQ2SGnuboBhKD5I4owO0B3dJKPwQ89K0bl","https://scholar.google.com/scholar?q=related:SxAHfi5PyYMJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
37,"F Baldi, S Moret, K Tammi, F Maréchal","The role of solid oxide fuel cells in future ship energy systems",2020,"Energy","Elsevier","https://www.sciencedirect.com/science/article/pii/S036054421932506X?casa_token=m2BW5xC1jI4AAAAA:hXa7sgv3dm1rTML_FAi6j8Cu9gdbc8wYg5tC38JDnvnDTMvYV7_PNvQHTt49AvfVYphK3pd2Bbni","https://scholar.google.com/scholar?cites=8597069507494060915&as_sdt=2005&sciodt=0,5&hl=en",18,"2021-09-23 12:35:59","HTML","","","",,,,,37,37.00,9,4,1,"With rising concerns about emissions from shipping, fuel cells are expected to take an important role in ship propulsion. In particular, solid oxide fuel cells (SOFC) offer high efficiency with the possibility of combined heat and power production. In this paper, we …","https://www.sciencedirect.com/science/article/pii/S036054421932506X?casa_token=m2BW5xC1jI4AAAAA:hXa7sgv3dm1rTML_FAi6j8Cu9gdbc8wYg5tC38JDnvnDTMvYV7_PNvQHTt49AvfVYphK3pd2Bbni","https://scholar.google.com/scholar?q=related:c6OG9yrtTncJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
31,"X Li, X Zhang","Predicting ground-level PM2. 5 concentrations in the Beijing-Tianjin-Hebei region: a hybrid remote sensing and machine learning approach",2019,"Environmental pollution","Elsevier","https://www.sciencedirect.com/science/article/pii/S0269749118353387?casa_token=AWbfanDyZroAAAAA:ZJohSaaFVORfxjatlR39Om9NUSm2ej7Yo-MMgKQAD72wc7wkupcg1Lvk1OrAHFB06yNLmeGqliyS","https://scholar.google.com/scholar?cites=4112588190155338229&as_sdt=2005&sciodt=0,5&hl=en",19,"2021-09-23 12:35:59","HTML","","","",,,,,31,15.50,16,2,2,"An accurate estimation of PM 2.5 (fine particulate matters with diameters≤ 2.5 μm) concentration is critical for health risk assessment and generating air pollution control strategies. In this study, a hybrid remote sensing and machine learning approach, named …","https://www.sciencedirect.com/science/article/pii/S0269749118353387?casa_token=AWbfanDyZroAAAAA:ZJohSaaFVORfxjatlR39Om9NUSm2ej7Yo-MMgKQAD72wc7wkupcg1Lvk1OrAHFB06yNLmeGqliyS","https://scholar.google.com/scholar?q=related:9fGsZSvZEjkJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
29,"Z Li, N Omidvar, WS Chin, E Robb…","Machine-learning energy gaps of porphyrins with molecular graph representations",2018,"The Journal of …","ACS Publications","https://pubs.acs.org/doi/abs/10.1021/acs.jpca.8b02842?casa_token=yIPat9-EVZUAAAAA:8_87WF_RbHxjXEpa3UriHXIanMiRsNzmIIh1XP_z69ZUHuO2EfcMTwOENqbSktiCWhwwcc2iYMnmvkSRvg","https://scholar.google.com/scholar?cites=8283812763554596065&as_sdt=2005&sciodt=0,5&hl=en",20,"2021-09-23 12:35:59","","10.1021/acs.jpca.8b02842?casa_token=yIPat9-EVZUAAAAA:8_87WF_RbHxjXEpa3UriHXIanMiRsNzmIIh1XP_z69ZUHuO2EfcMTwOENqbSktiCWhwwcc2iYMnmvkSRvg","","",,,,,29,9.67,6,5,3,"Molecular functionalization of porphyrins opens countless new opportunities in tailoring their physicochemical properties for light-harvesting applications. However, the immense materials space spanned by a vast number of substituent ligands and chelating metal ions …","https://pubs.acs.org/doi/pdf/10.1021/acs.jpca.8b02842?casa_token=F8b77SKQJrcAAAAA:LWOQGNLmcgdncLbDTxc9nRQSPnCId-viuQFB7qAx9Sbf5pYa8KWhlNuSPrRl5inilF_9gKYm-Dgr2z2Cng","https://scholar.google.com/scholar?q=related:4cSEpdED9nIJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
31,"M Jaxa-Rozen, J Kwakkel","Tree-based ensemble methods for sensitivity analysis of environmental models: A performance comparison with Sobol and Morris techniques",2018,"Environmental Modelling & Software","Elsevier","https://www.sciencedirect.com/science/article/pii/S1364815217311581?casa_token=HXTqLZmveu8AAAAA:oPlEmTrq9cQlkM5Et_2iXvo_B07fSRrisKR-cdwunwtuBjITGT4GK_aJwV4B_EXQnzg0eTAZ-VJt","https://scholar.google.com/scholar?cites=8761067872399463179&as_sdt=2005&sciodt=0,5&hl=en",21,"2021-09-23 12:35:59","HTML","","","",,,,,31,10.33,16,2,3,"Complex environmental models typically require global sensitivity analysis (GSA) to account for non-linearities and parametric interactions. However, variance-based GSA is highly computationally expensive. While different screening methods can estimate GSA results …","https://www.sciencedirect.com/science/article/pii/S1364815217311581?casa_token=HXTqLZmveu8AAAAA:oPlEmTrq9cQlkM5Et_2iXvo_B07fSRrisKR-cdwunwtuBjITGT4GK_aJwV4B_EXQnzg0eTAZ-VJt","https://scholar.google.com/scholar?q=related:CxN108-QlXkJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
33,"Z Yuan, P Liang, T Silva, K Yu…","Parameter selection for model updating with global sensitivity analysis",2019,"Mechanical Systems and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0888327018303078?casa_token=eN5cWNaYIRwAAAAA:1hGOrqA00LQNwU56g6gFIQXxv7IEhNQDdqXtjVZ-zepFgpMMyqVr7KY38RRys_L8vTNFbOTobwZ1","https://scholar.google.com/scholar?cites=13657260177742428674&as_sdt=2005&sciodt=0,5&hl=en",22,"2021-09-23 12:35:59","HTML","","","",,,,,33,16.50,7,5,2,"The problem of selecting parameters for stochastic model updating is one that has been studied for decades, yet no method exists that guarantees the 'correct'choice. In this paper, a method is formulated based on global sensitivity analysis using a new evaluation function …","https://www.sciencedirect.com/science/article/pii/S0888327018303078?casa_token=eN5cWNaYIRwAAAAA:1hGOrqA00LQNwU56g6gFIQXxv7IEhNQDdqXtjVZ-zepFgpMMyqVr7KY38RRys_L8vTNFbOTobwZ1","https://scholar.google.com/scholar?q=related:Avpsu8VViL0J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
28,"BC Trindade, PM Reed, GW Characklis","Deeply uncertain pathways: Integrated multi-city regional water supply infrastructure investment and portfolio management",2019,"Advances in Water Resources","Elsevier","https://www.sciencedirect.com/science/article/pii/S0309170819306475?casa_token=S_2ebYF4ufMAAAAA:VCErlxzvkZQLcEgoRWYbE08OM8pCHh4FrQ_kyyugwUvbt5gkYmJKaQMY1nl_v9l0znModXmoOCI6","https://scholar.google.com/scholar?cites=8520896630672862025&as_sdt=2005&sciodt=0,5&hl=en",23,"2021-09-23 12:35:59","HTML","","","",,,,,28,14.00,9,3,2,"This study contributes the Deep Uncertainty (DU) Pathways framework for bridging long-term water supply infrastructure investments and improved short-term water portfolio management (eg, restrictions, water transfers, financial instruments, etc.) to yield a regional …","https://www.sciencedirect.com/science/article/pii/S0309170819306475?casa_token=S_2ebYF4ufMAAAAA:VCErlxzvkZQLcEgoRWYbE08OM8pCHh4FrQ_kyyugwUvbt5gkYmJKaQMY1nl_v9l0znModXmoOCI6","https://scholar.google.com/scholar?q=related:SSsUB1dOQHYJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
25,"R Ballester-Ripoll, EG Paredes, R Pajarola","Sobol tensor trains for global sensitivity analysis",2019,"Reliability Engineering & …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0951832018303132?casa_token=9ddjh7B00sEAAAAA:aqctgdntPKkpcKZf0Lnl2eg8Y1a_AZILriMj0_nTdHM7PsQ6d-r8tfGnNv0NlYkDjXg7abB3dEk_","https://scholar.google.com/scholar?cites=2597487619157224055&as_sdt=2005&sciodt=0,5&hl=en",24,"2021-09-23 12:35:59","HTML","","","",,,,,25,12.50,8,3,2,"Sobol indices are a widespread quantitative measure for variance-based global sensitivity analysis, but computing and utilizing them remains challenging for high-dimensional systems. We propose the tensor train decomposition (TT) as a unified framework for …","https://www.sciencedirect.com/science/article/pii/S0951832018303132?casa_token=9ddjh7B00sEAAAAA:aqctgdntPKkpcKZf0Lnl2eg8Y1a_AZILriMj0_nTdHM7PsQ6d-r8tfGnNv0NlYkDjXg7abB3dEk_","https://scholar.google.com/scholar?q=related:d2pXQDohDCQJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
22,"W Finnigan, R Cutlan, R Snajdrova, JP Adams…","Engineering a seven enzyme biotransformation using mathematical modelling and characterized enzyme parts",2019,"…","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/pmc6774274/","https://scholar.google.com/scholar?cites=16419018908171432046&as_sdt=2005&sciodt=0,5&hl=en",25,"2021-09-23 12:35:59","HTML","","","",,,,,22,11.00,4,5,2,"Multi‐step enzyme reactions offer considerable cost and productivity benefits. Process models offer a route to understanding the complexity of these reactions, and allow for their optimization. Despite the increasing prevalence of multi‐step biotransformations, there are …","https://www.ncbi.nlm.nih.gov/pmc/articles/pmc6774274/","https://scholar.google.com/scholar?q=related:bvD6jbQS3OMJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
23,"RA Richardson, DW Wright, W Edeling…","EasyVVUQ: a library for verification, validation and uncertainty quantification in high performance computing",2020,"Journal of Open …","discovery.ucl.ac.uk","https://discovery.ucl.ac.uk/id/eprint/10105940/","https://scholar.google.com/scholar?cites=10457476711416615800&as_sdt=2005&sciodt=0,5&hl=en",26,"2021-09-23 12:35:59","","","","",,,,,23,23.00,6,4,1,"EasyVVUQ is an open source Python library (https://github. com/UCL-CCS/EasyVVUQ) designed to facilitate verification, validation and uncertainty quantification (VVUQ) for a wide variety of simulations. The goal of EasyVVUQ is to make it as easy as possible to implement …","https://discovery.ucl.ac.uk/id/eprint/10105940/1/303-4196-1-PB.pdf","https://scholar.google.com/scholar?q=related:eFPotqlrIJEJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
24,"D Douglas-Smith, T Iwanaga, BFW Croke…","Certain trends in uncertainty and sensitivity analysis: An overview of software tools and techniques",2020,"… Modelling & Software","Elsevier","https://www.sciencedirect.com/science/article/pii/S1364815219305845","https://scholar.google.com/scholar?cites=14985437496925937922&as_sdt=2005&sciodt=0,5&hl=en",27,"2021-09-23 12:35:59","HTML","","","",,,,,24,24.00,6,4,1,"Uncertainty and sensitivity analysis (UA/SA) aid in assessing whether model complexity is warranted and under what conditions. To support these analyses a variety of software tools have been developed to provide UA/SA methods and approaches in a more accessible …","https://www.sciencedirect.com/science/article/pii/S1364815219305845","https://scholar.google.com/scholar?q=related:AuEW2AH49s8J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
25,"G Qian, A Mahdi","Sensitivity analysis methods in the biomedical sciences",2020,"Mathematical biosciences","Elsevier","https://www.sciencedirect.com/science/article/pii/S0025556420300018?casa_token=g2KqpdXqdf0AAAAA:OUn08Sx1OKLW6U15Oo0A9w4VRXZk0tngl41M_tHPsXFkJeVPANL_C75u3msfcIb7E9MNWo2yLO7P","https://scholar.google.com/scholar?cites=13106664462430037873&as_sdt=2005&sciodt=0,5&hl=en",28,"2021-09-23 12:35:59","HTML","","","",,,,,25,25.00,13,2,1,"Sensitivity analysis is an important part of a mathematical modeller's toolbox for model analysis. In this review paper, we describe the most frequently used sensitivity techniques, discussing their advantages and limitations, before applying each method to a simple …","https://www.sciencedirect.com/science/article/pii/S0025556420300018?casa_token=g2KqpdXqdf0AAAAA:OUn08Sx1OKLW6U15Oo0A9w4VRXZk0tngl41M_tHPsXFkJeVPANL_C75u3msfcIb7E9MNWo2yLO7P","https://scholar.google.com/scholar?q=related:cedg8eI55LUJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
